id,days,mature,views,partner,new_id,lang
37905227,2149,true,162078,false,5079,DE
63102384,1574,true,1370,false,4281,DE
109414094,1034,true,6043,false,992,DE
84163849,1319,true,94298,true,9021,DE
38240837,2137,true,2323,false,330,DE
75568017,1411,true,807,false,2833,DE
38019892,2145,false,43650,false,5069,DE
101004172,1137,false,27815,false,7798,DE
212738936,187,true,2356,false,5109,DE
36580131,2196,true,8723,false,410,DE
110456538,1020,false,1907,false,6812,DE
36206624,2213,false,1635,false,8219,DE
79794063,1367,true,16344,false,2265,DE
78873021,1377,true,24703,false,1520,DE
141856928,659,true,1985,false,2422,DE
110317582,1024,false,17344,false,4672,DE
82594934,1337,true,47164,false,1821,DE
41411015,2012,false,7186,false,7664,DE
81214021,1352,true,4654,false,8566,DE
32311281,2271,true,4156,false,1152,DE
67976647,1532,false,3283,false,9140,DE
113836316,971,true,1039,false,156,DE
38922970,2111,false,3044020,true,6193,DE
56018264,1676,false,1410,false,786,DE
46371860,1909,false,20661,false,2905,DE
30628039,2334,true,2685,false,9406,DE
105175998,1053,false,247,false,3997,DE
11544057,3113,false,4909,false,7661,DE
77197496,1398,true,603987,true,7091,DE
126366875,855,true,1679,false,6350,DE
45269637,1933,false,2557429,true,364,DE
47329829,1870,false,21837,false,7295,DE
65541964,1562,true,11770,false,3364,DE
87334627,1286,false,3311,false,4456,DE
61893349,1626,true,182875,true,6200,DE
22760096,2684,true,5489,false,1543,DE
48040541,1875,false,79676,false,1512,DE
80486801,1360,true,9102,false,4846,DE
120056949,926,true,10539,false,7776,DE
94456184,1205,false,387,false,1388,DE
47828062,1843,false,17034,false,1803,DE
40214830,2070,true,50997,true,4788,DE
21063961,2771,false,814883,false,5923,DE
36550698,2200,true,9008,false,143,DE
152585009,550,true,324,false,2775,DE
68459472,1524,false,2444,false,5656,DE
42567425,1988,false,2782,false,1019,DE
42075445,2012,false,3447,false,764,DE
28892026,2406,true,9707,false,3960,DE
110651185,1016,false,5529,false,5644,DE
174266671,364,true,2188,false,3635,DE
79141806,1374,true,10000,false,3986,DE
43995312,1960,true,2495,false,2430,DE
95563292,1192,true,24659,false,2991,DE
31649983,2294,false,14085,false,7095,DE
121766409,908,false,626,false,299,DE
182477479,294,false,2898,false,4999,DE
172747892,395,false,10836,false,6448,DE
110604320,1019,true,7253,false,4736,DE
108282326,1044,true,6889,false,3631,DE
153047400,543,true,4206,false,5830,DE
62769300,1608,false,179574,true,6926,DE
25001194,2576,false,31474,false,9002,DE
83592002,1327,true,20343,false,466,DE
123459985,891,true,3093,false,4295,DE
111145234,1014,false,3172,false,9451,DE
80546445,1359,true,26661,false,1533,DE
72929915,1444,true,3110,false,2686,DE
80181911,1359,true,1021,false,8616,DE
109577723,1031,false,12562,false,876,DE
63388314,1596,true,284253,true,3450,DE
98400192,1161,true,20519,false,8166,DE
25205727,2559,true,18084,false,4014,DE
116190111,966,false,2718,false,833,DE
126335595,848,false,805,false,8591,DE
148308708,599,false,11199,false,2526,DE
86979504,1292,false,1729,false,7550,DE
57105416,1693,true,4044,false,4040,DE
64224380,1580,true,3765,false,8931,DE
171559279,412,true,6562,false,8293,DE
93335185,1158,true,722,false,3380,DE
102666832,1118,false,146,false,6673,DE
30503729,2336,true,8560,false,7462,DE
119028537,937,true,4646,false,8719,DE
139959265,691,true,9984,false,5658,DE
65681931,1558,true,2139,false,8534,DE
141743566,670,true,3732,false,3155,DE
128419384,829,true,330,false,8808,DE
49725668,1835,true,1369,false,129,DE
84603957,1315,false,3051546,true,8397,DE
86135695,1296,true,8526,false,7808,DE
74668105,1332,false,1748,false,2571,DE
79587480,1312,true,198,false,5845,DE
59304571,1658,true,2431,false,6134,DE
66719758,1546,true,187959,false,2340,DE
43317490,1983,false,8247,false,8350,DE
129788369,807,false,4356,false,7434,DE
44033728,1953,true,1788,false,5578,DE
79998083,1365,true,9405,false,142,DE
108474563,1046,true,8970,false,7098,DE
96011211,1187,true,105010,false,546,DE
158082443,503,false,4229,false,5397,DE
86768469,1294,true,83231,false,2868,DE
26633304,2501,false,153590,true,5231,DE
126988211,796,true,204,false,6938,DE
45866211,1893,false,1101,false,8000,DE
30810149,2323,true,3365,false,7810,DE
125568444,856,true,1006,false,834,DE
85460035,1305,false,1514,false,624,DE
57344436,1694,true,60927,false,248,DE
30396809,2345,false,27544,false,2551,DE
38696419,2119,false,10376,false,7890,DE
83603076,1327,true,1632,false,6769,DE
41606913,2028,false,1656,false,4474,DE
132246031,788,true,11346,false,6072,DE
93587658,1215,false,58132,true,1283,DE
53936875,1741,true,5247,false,2548,DE
80759665,1354,true,1930,false,1660,DE
206288115,209,true,4879,false,7752,DE
98907295,1158,false,27561,false,7696,DE
40151573,2071,false,25644,false,6076,DE
151813300,555,false,436,false,1190,DE
78058263,1385,true,15057,false,7358,DE
79970021,1365,false,193335,false,9320,DE
71852631,1479,true,3643410,true,4957,DE
99161442,1156,true,49652,false,3097,DE
48078259,1875,false,18742,false,7304,DE
184205493,311,true,1952,false,105,DE
